Sample,X(ms) [03.06.2012 08:21:14 460 UTC],"Data_block_1".Pressure_PV,"Data_block_1".Pressure_SP
73,7138.920760,1.94231820106506,2
74,7227.322020,1.94213509559631,2
75,7333.044040,1.94121956825256,2
76,7443.891140,1.94158577919006,2
77,7532.869320,1.94121956825256,2
78,7621.513320,1.94012081623077,2
79,7711.743020,1.94085335731506,2
80,7827.279220,1.94067025184631,2
81,7925.945680,1.93957149982452,2
82,8015.030820,1.93902218341827,2
83,8103.366320,1.93902218341827,2
84,8216.361720,1.93828964233398,2
85,8319.111740,1.93902218341827,2
86,8407.643540,1.93737411499023,2
87,8495.985400,1.93902218341827,2
88,8604.672580,1.93902218341827,2
89,8706.554500,1.93810653686523,2
90,8795.262860,1.93755722045898,2
91,8889.978540,1.93883907794952,2
92,8994.699560,1.93902218341827,2
93,9099.608560,1.93810653686523,2
94,9188.447720,1.93755722045898,0
95,9283.532660,1.92821824550629,0
96,9384.842620,1.91723132133484,0
97,9494.346980,1.90734302997589,0
98,9583.038620,1.89782094955444,0
99,9671.522860,1.89232742786407,0
100,9773.979460,1.88317155838013,0
101,9887.431360,1.8685222864151,0
102,9975.986920,1.86247944831848,0
103,10064.256960,1.85222482681274,0
104,10154.748420,1.8427027463913,0
105,10270.037880,1.83281445503235,0
106,10368.560620,1.8214613199234,0
107,10456.637840,1.8121223449707,0
108,10544.920980,1.80150151252747,0
109,10659.004540,1.79326128959656,0
110,10760.856940,1.78044319152832,0
111,10848.808940,1.77128732204437,0
112,10937.438060,1.76524448394775,0
113,11047.435760,1.75151073932648,0
114,11146.515080,1.74235486984253,0
115,11235.513800,1.7381432056427,0
116,11330.551620,1.72697305679321,0
117,11436.474400,1.7180004119873,0
118,11546.104320,1.70298480987549,0
119,11635.031280,1.69895625114441,0
120,11723.296540,1.68925106525421,0
121,11825.054540,1.67991209030151,0
122,11933.116440,1.67130565643311,0
123,12021.955740,1.66086792945862,0
124,12110.348360,1.65134584903717,0
125,12206.406780,1.6436550617218,0
126,12321.721300,1.63248491287231,0
127,12418.798240,1.62534332275391,0
128,12509.625300,1.61691999435425,0
129,12603.769420,1.6081303358078,0
130,12719.515280,1.59934079647064,0
131,12808.638680,1.59018492698669,0
132,12897.450000,1.58633947372437,0
133,12989.871400,1.57773303985596,0
134,13105.449160,1.56528103351593,0
135,13194.906140,1.5603369474411,0
136,13289.773180,1.55319535732269,0
137,13386.496740,1.54458892345428,0
138,13501.774320,1.53396809101105,0
139,13593.713540,1.53122138977051,0
140,13682.079060,1.52224862575531,0
141,13770.399320,1.51345908641815,0
142,13880.311000,1.50558507442474,0
143,13980.348740,1.49844348430634,0
144,14068.705600,1.49020326137543,0
145,14156.921520,1.48690712451935,0
146,14263.013060,1.47445523738861,0
147,14377.652740,1.4673136472702,0
148,14466.580340,1.45943963527679,0
149,14554.641560,1.45559418201447,0
150,14643.032880,1.4497344493866,0
151,14758.010840,1.44240987300873,0
152,14853.446700,1.43526828289032,0
153,14942.368340,1.42721116542816,0
154,15030.585780,1.420618891716,0
155,15139.683680,1.41219556331635,0
156,15245.494680,1.40523707866669,0
157,15341.397400,1.39864492416382,0
158,15429.659680,1.39132022857666,0
159,15537.344740,1.38344621658325,0
160,15639.676720,1.37905144691467,0
161,15728.471440,1.37044501304626,0
162,15816.786120,1.36366963386536,0
163,15921.994880,1.35726058483124,0
164,16032.519780,1.34938657283783,0
165,16121.092780,1.34242808818817,0
166,16209.486620,1.33675146102905,0
167,16311.933980,1.32942688465118,0
168,16426.983440,1.32283461093903,0
169,16515.742280,1.31679177284241,0
170,16603.958260,1.31294631958008,0
171,16692.567460,1.30726969242096,0
172,16808.311220,1.29994511604309,0
173,16902.654860,1.29390215873718,0
174,16997.317940,1.28804242610931,0
175,17085.544740,1.28145027160645,0
176,17197.221540,1.27412557601929,0
177,17302.010840,1.26753342151642,0
178,17390.426820,1.26039183139801,0
179,17478.722500,1.25636327266693,0
180,17586.808160,1.24903869628906,0
181,17688.715300,1.24336206912994,0
182,17777.003720,1.23713600635529,0
183,17871.778500,1.23072695732117,0
184,17975.648740,1.22541654109955,0
185,18080.925340,1.21845817565918,0
186,18169.115960,1.21296465396881,0
187,18257.391800,1.21131658554077,0
188,18363.981600,1.20161139965057,0
189,18473.782420,1.19483613967896,0
190,18562.343600,1.19245564937592,0
191,18650.772420,1.18659591674805,0
192,18750.025840,1.18055295944214,0
193,18866.025260,1.17176342010498,0
194,18954.614160,1.16956603527069,0
195,19042.817680,1.16242444515228,0
196,19131.788020,1.15857899188995,0
197,19247.650720,1.15143752098083,0
198,19347.600280,1.14704263210297,0
199,19436.643280,1.14136600494385,0
200,19525.227380,1.13440763950348,0
201,19637.924680,1.12873101234436,0
202,19740.808900,1.12451934814453,0
203,19829.393500,1.11756086349487,0
204,19918.340820,1.11646223068237,0
205,20027.108260,1.10840511322021,0
206,20128.250380,1.10254538059235,0
207,20217.085360,1.10108041763306,0
208,20312.378100,1.0937557220459,0
209,20421.699160,1.08624792098999,0
210,20528.026560,1.08057129383087,0
211,20616.863000,1.07782459259033,0
212,20704.917780,1.07214796543121,0
213,20810.036200,1.06775319576263,0
214,20915.743080,1.06152725219727,0
215,21004.351300,1.0563999414444,0
216,21092.532420,1.05237138271332,0
217,21192.388080,1.0466947555542,0
218,21307.072000,1.04193365573883,0
219,21397.502140,1.036989569664,0
220,21492.257260,1.03241169452667,0
221,21588.752040,1.0269181728363,0
222,21701.741840,1.02124154567719,0
223,21790.676780,1.01611423492432,0
224,21879.214140,1.01519870758057,0
225,21970.665400,1.00915586948395,0
226,22085.801500,1.00091552734375,0
227,22176.890300,0.99981689453125,0
228,22266.953300,0.995055854320526,0
229,22367.832680,0.988829910755157,0
230,22483.535540,0.982420802116394,0
231,22576.725560,0.980406522750854,0
232,22665.340960,0.974363684654236,0
233,22753.510260,0.971433818340302,0
234,22864.338060,0.966123402118683,0
235,22962.580440,0.961362361907959,0
236,23050.973120,0.95733380317688,0
237,23139.495920,0.954587042331696,0
238,23243.559540,0.946346819400787,0
239,23358.811140,0.942684471607208,0
240,23449.876380,0.938655912876129,0
241,23538.575620,0.93609231710434,0
242,23635.465000,0.931148111820221,0
243,23748.064620,0.925288379192352,0
244,23836.800960,0.922907888889313,0
245,23925.576020,0.917597532272339,0
246,24021.336860,0.913202702999115,0
247,24137.264780,0.908441662788391,0
248,24230.600420,0.905145585536957,0
249,24325.494100,0.899835169315338,0
250,24420.404520,0.893975436687469,0
251,24535.041080,0.890862464904785,0
252,24624.802280,0.886650800704956,0
253,24713.087040,0.883537828922272,0
254,24801.422040,0.878044307231903,0
255,24916.920720,0.873832643032074,0
256,25013.343540,0.870353400707245,0
257,25105.097780,0.864310562610626,0
258,25193.637140,0.863578081130981,0
259,25303.917660,0.856619656085968,0
260,25410.863620,0.852591097354889,0
261,25499.658160,0.852224886417389,0
262,25587.960900,0.847830057144165,0
263,25686.110060,0.844533979892731,0
264,25798.793600,0.838307976722717,0
265,25887.598740,0.835011899471283,0
266,25982.402680,0.830067753791809,0
267,26076.080180,0.82603919506073,0
268,26191.674440,0.823658645153046,0
269,26287.615260,0.819080770015717,0
270,26376.322180,0.815052211284637,0
271,26466.113840,0.809375584125519,0
272,26581.709400,0.806811928749084,0
273,26675.799600,0.803149580955505,0
274,26764.078460,0.798571705818176,0
275,26858.090220,0.795458734035492,0
276,26971.634660,0.791063904762268,0
277,27067.851120,0.787035346031189,0
278,27156.670540,0.781908094882965,0
279,27245.344120,0.779893815517426,0
280,27356.685680,0.775682091712952,0
281,27461.860020,0.771287322044373,0
282,27550.804320,0.767624974250793,0
283,27639.574900,0.766892492771149,0
284,27738.345220,0.762131452560425,0
285,27853.931220,0.757553577423096,0
286,27944.099280,0.754806816577911,0
287,28032.492440,0.750778257846832,0
288,28123.326820,0.747115910053253,0
289,28238.758400,0.743453562259674,0
290,28337.615920,0.739608108997345,0
291,28426.377100,0.736312031745911,0
292,28514.930620,0.732832789421082,0
293,28629.076820,0.728438019752502,0
294,28730.450000,0.726423740386963,0
295,28819.015200,0.720930218696594,0
296,28907.559680,0.718549728393555,0
297,29017.032380,0.714704275131226,0
298,29117.705860,0.710309445858002,0
299,29206.086840,0.707196474075317,0
300,29300.868880,0.705365300178528,0
301,29406.949140,0.701519846916199,0
302,29514.034220,0.69767439365387,0
303,29606.375640,0.692730247974396,0
304,29694.788960,0.691997826099396,0
305,29796.309340,0.690349757671356,0
306,29904.869160,0.682292640209198,0
307,29993.109400,0.682841956615448,0
308,30081.665640,0.679728984832764,0
309,30177.380780,0.675700426101685,0
310,30293.013100,0.672221183776855,0
311,30388.334180,0.668558895587921,0
312,30483.031920,0.665445864200592,0
313,30577.557660,0.661966681480408,0
314,30693.440920,0.659586131572723,0
315,30782.999680,0.655374467372894,0
316,30871.446880,0.65207839012146,0
317,30960.733920,0.65079653263092,0
318,31076.357880,0.644204378128052,0
319,31170.564880,0.642556309700012,0
320,31259.918540,0.641091346740723,0
321,31360.283320,0.636696577072144,0
322,31474.428420,0.633034229278564,0
323,31570.015900,0.628822565078735,0
324,31658.935180,0.627357602119446,0
325,31747.251060,0.623695313930511,0
326,31854.900000,0.620032966136932,0
327,31957.413420,0.617469310760498,0
328,32046.112360,0.613990128040314,0
329,32134.386540,0.611060261726379,0
330,32236.416260,0.608496606349945,0
331,32353.563360,0.605200529098511,0
332,32446.911760,0.602270662784576,0
333,32535.339960,0.598608314990997,0
334,32623.935400,0.594213485717773,0
335,32737.011200,0.592931687831879,0
336,32833.808040,0.5889031291008,0
337,32922.726080,0.58725506067276,0
338,33011.281420,0.58505767583847,0
339,33118.498500,0.581212222576141,0
340,33226.763260,0.578099250793457,0
341,33322.340720,0.574803173542023,0
342,33410.688860,0.575169384479523,0
343,33516.620420,0.570591449737549,0
344,33621.792860,0.567112267017365,0
345,33710.563760,0.56418240070343,0
346,33798.798000,0.562717437744141,0
347,33898.915800,0.558322668075562,0
348,34010.690080,0.555392801761627,0
349,34103.572720,0.553012251853943,0
350,34191.708600,0.550082385540009,0
351,34288.529600,0.547335624694824,0
352,34403.623760,0.545138239860535,0
353,34497.027940,0.541475892066956,0
354,34585.365560,0.538179814815521,0
355,34673.724120,0.537264227867126,0
356,34777.894920,0.534334361553192,0
357,34883.982100,0.530122697353363,0
358,34978.732800,0.529573321342468,0
359,35067.326080,0.524629175662994,0
360,35163.509640,0.522614896297455,0
361,35279.435800,0.519685029983521,0
362,35372.396860,0.518036961555481,0
363,35460.531280,0.515656471252441,0
364,35552.924740,0.513275980949402,0
365,35668.572440,0.509796738624573,0
366,35759.105600,0.508148670196533,0
367,35852.948760,0.503937005996704,0
368,35941.831860,0.502655208110809,0
369,36057.270860,0.499542206525803,0
370,36152.054800,0.497527927160263,0
371,36240.511940,0.494781166315079,0
372,36335.584900,0.491118848323822,0
373,36446.957440,0.48855522274971,0
374,36546.643260,0.486540913581848,0
375,36635.099800,0.485808461904526,0
376,36729.101920,0.482329249382019,0
377,36836.236380,0.480498075485229,0
378,36939.035000,0.477751314640045,0
379,37027.500100,0.475737035274506,0
380,37115.909560,0.472624063491821,0
381,37217.090240,0.469511091709137,0
382,37332.576120,0.46621498465538,0
383,37421.842680,0.465299397706985,0
384,37510.573540,0.462735772132874,0
385,37608.449380,0.459622770547867,0
386,37724.330320,0.459073424339294,0
387,37815.416120,0.455777317285538,0
388,37903.781860,0.452481240034103,0
389,37997.814500,0.449734479188919,0
390,38113.369840,0.44772019982338,0
391,38202.896580,0.44588902592659,0
392,38297.591380,0.442592918872833,0
393,38392.608880,0.441127985715866,0
394,38508.073600,0.437831908464432,0
395,38602.507100,0.435268253087997,0
396,38690.787880,0.43362021446228,0
397,38781.473720,0.431422829627991,0
398,38897.256740,0.427577376365662,0
399,38988.606300,0.425929307937622,0
400,39077.339380,0.425563097000122,0
401,39165.796580,0.422633230686188,0
402,39277.653300,0.420985162258148,0
403,39381.915740,0.416590362787247,0
404,39476.431620,0.415491670370102,0
405,39565.298260,0.412195563316345,0
406,39669.870240,0.411463111639023,0
407,39775.670480,0.408167004585266,0
408,39864.396540,0.405603379011154,0
409,39952.901680,0.404687792062759,0
410,40051.901520,0.402307271957397,0
411,40162.550800,0.398461818695068,0
412,40251.331220,0.396813780069351,0
413,40352.285820,0.395531952381134,0
414,40449.818900,0.393517673015594,0
415,40562.346900,0.391137152910233,0
416,40650.959960,0.388390392065048,0
417,40739.305940,0.387841045856476,0
418,40829.858960,0.386009901762009,0
419,40945.838780,0.38234755396843,0
420,41037.370320,0.38216444849968,0
421,41125.620360,0.38033327460289,0
422,41217.486940,0.377769649028778,0
423,41332.919720,0.374656647443771,0
424,41436.529960,0.373374849557877,0
425,41524.905760,0.370444983243942,0
426,41613.452140,0.367515116930008,0
427,41713.493960,0.366782635450363,0
428,41823.859580,0.362937182188034,0
429,41912.632780,0.362937182188034,0
430,42001.016240,0.360922902822495,0
431,42095.610480,0.35780993103981,0
432,42211.299920,0.356161862611771,0
433,42311.610440,0.353048890829086,0
434,42399.869340,0.353048890829086,0
435,42492.695540,0.350668370723724,0
436,42608.481480,0.346273571252823,0
437,42697.705540,0.345174878835678,0
438,42786.554320,0.344808638095856,0
439,42877.016440,0.342428117990494,0
440,42992.690320,0.340596973896027,0
441,43090.616020,0.338216453790665,0
442,43179.108060,0.33730086684227,0
443,43269.332840,0.333821654319763,0
444,43385.077080,0.331624239683151,0
445,43484.301240,0.330891788005829,0
446,43573.383860,0.328694373369217,0
447,43661.863700,0.32722944021225,0
448,43767.744600,0.325581401586533,0
449,43872.390860,0.323567122220993,0
450,43967.699680,0.321186602115631,0
451,44056.464560,0.319172322750092,0
452,44158.951360,0.319538533687592,0
453,44269.933940,0.31496062874794,0
454,44361.812680,0.312763243913651,0
455,44450.401220,0.312580108642578,0
456,44549.325340,0.310016483068466,0
457,44660.887820,0.308368444442749,0
458,44749.665360,0.306171029806137,0
459,44844.004620,0.305072337388992,0
460,44939.279000,0.30269181728363,0
461,45054.818100,0.301226884126663,0
462,45143.675020,0.299578845500946,0
463,45232.059580,0.297747671604156,0
464,45329.682480,0.295000910758972,0
465,45445.567060,0.294085323810577,0
466,45537.465860,0.292803525924683,0
467,45625.887540,0.290972352027893,0
468,45716.831960,0.290789246559143,0
469,45832.548000,0.287493139505386,0
470,45929.868960,0.285845071077347,0
471,46018.353820,0.28419703245163,0
472,46106.501560,0.283098340034485,0
473,46214.306180,0.28199964761734,0
474,46322.747000,0.279619127511978,0
475,46410.952840,0.277971059083939,0
476,46499.073960,0.275956779718399,0
477,46602.007160,0.275041192770004,0
478,46714.556000,0.273026913404465,0
479,46802.437880,0.27192822098732,0
480,46890.712860,0.268265873193741,0
481,46990.014580,0.268998354673386,0
482,47100.586160,0.264786660671234,0
483,47189.404920,0.263871073722839,0
484,47283.610420,0.263138622045517,0
485,47379.635520,0.260941207408905,0
486,47494.348340,0.258926928043365,0
487,47588.863100,0.256912648677826,0
488,47677.993700,0.255997061729431,0
489,47768.746100,0.254532128572464,0
490,47884.579280,0.252884089946747,0
491,47976.751000,0.251968502998352,0
492,48065.104040,0.249954223632813,0
493,48153.521260,0.248489290475845,0
494,48266.680120,0.247939944267273,0
495,48369.486200,0.245925650000572,0
496,48464.342360,0.244826957583427,0
497,48553.311160,0.241347745060921,0
498,48663.670840,0.24116462469101,0
499,48763.462220,0.23915034532547,0
500,48851.837300,0.237502291798592,0
501,48940.633120,0.236586704850197,0
502,49044.697660,0.234206184744835,0
503,49150.088920,0.234023079276085,0
504,49238.682020,0.231093212962151,0
505,49339.581860,0.229994505643845,0
506,49442.068380,0.229262039065361,0
507,49549.219580,0.227613985538483,0
508,49638.056180,0.225965946912766,0
509,49726.553440,0.225416585803032,0
510,49822.879060,0.223402306437492,0
511,49936.511900,0.222120493650436,0
512,50025.243020,0.22083868086338,0
513,50113.448000,0.220472440123558,0
514,50203.448180,0.218458160758018,0
515,50319.078260,0.216260761022568,0
516,50424.053620,0.214063361287117,0
517,50512.446360,0.213147774338722,0
518,50600.670540,0.213147774338722,0
519,50702.686180,0.211316615343094,0
520,50810.402140,0.209119215607643,0
521,50899.006740,0.208936095237732,0
522,50987.617100,0.207471162080765,0
523,51082.910640,0.207104921340942,0
524,51198.686660,0.204724416136742,0
525,51298.073360,0.202710121870041,0
526,51386.606560,0.201794549822807,0
527,51479.045800,0.201428309082985,0
528,51594.782960,0.199414029717445,0
529,51685.864080,0.199047788977623,0
530,51774.398860,0.197582855820656,0
531,51862.611900,0.197033509612083,0
532,51976.900900,0.19428676366806,0
533,52078.673540,0.193920522928238,0
534,52167.374160,0.191723123192787,0
535,52255.773300,0.191173776984215,0
536,52369.294580,0.189525723457336,0
537,52473.485920,0.188793256878853,0
538,52562.636220,0.18604651093483,0
539,52651.454480,0.186412751674652,0
540,52759.341880,0.185314044356346,0
541,52861.991140,0.182567298412323,0
542,52956.693660,0.181651711463928,0
543,53055.935700,0.182017952203751,0
544,53154.804020,0.1798205524683,0
545,53256.809000,0.178904965519905,0
546,53351.678180,0.177623152732849,0
547,53451.978560,0.177256911993027,0
548,53550.780760,0.175608858466148,0
549,53650.890660,0.173228353261948,0
550,53747.786100,0.173411458730698,0
551,53845.262980,0.171214058995247,0
552,53943.938840,0.170115366578102,0
553,54044.712440,0.169932246208191,0
554,54145.278380,0.168833553791046,0
555,54233.783860,0.16773484647274,0
556,54340.463020,0.167185500264168,0
557,54451.421720,0.166086792945862,0
558,54540.481780,0.164804980158806,0
559,54628.966220,0.162973821163177,0
560,54728.890400,0.162058234214783,0
561,54844.539720,0.159128367900848,0
562,54933.414280,0.159860834479332,0
563,55021.713040,0.15949459373951,0
564,55117.470380,0.158212780952454,0
565,55232.552720,0.156930968165398,0
566,55327.999140,0.157297194004059,0
567,55416.327940,0.154916688799858,0
568,55512.948280,0.153451755642891,0
569,55628.503300,0.152536168694496,0
570,55720.543220,0.151620581746101,0
571,55809.425580,0.150704994797707,0
572,55901.905040,0.150888115167618,0
573,56017.355940,0.149423182010651,0
574,56107.079700,0.147592023015022,0
575,56195.452160,0.146676436066628,0
576,56290.466880,0.145943969488144,0
577,56405.947400,0.14521150290966,0
578,56500.469720,0.145760849118233,0
579,56595.228300,0.143563449382782,0
580,56683.556040,0.142098516225815,0
581,56795.002000,0.14118292927742,0
582,56892.640000,0.140084236860275,0
583,56981.574840,0.139534890651703,0
584,57069.716760,0.138619303703308,0
585,57175.311780,0.137154370546341,0
586,57286.662560,0.137520596385002,0
587,57375.779640,0.135689437389374,0
588,57469.936360,0.133675158023834,0
589,57573.810440,0.132759571075439,0
590,57680.356360,0.131843984127045,0
591,57768.933520,0.131477758288383,0
592,57857.382940,0.1307452917099,0
593,57955.097480,0.131477758288383,0
594,58067.329840,0.128730997443199,0
595,58155.899680,0.12891411781311,0
596,58244.383360,0.128181651234627,0
597,58349.826880,0.127266064286232,0
598,58465.065320,0.125068664550781,0
599,58555.525080,0.125068664550781,0
600,58643.988860,0.12470243871212,0
601,58732.590480,0.122138805687428,1
602,58844.006140,0.122505038976669,1
603,58942.646780,0.121040105819702,1
604,59031.013180,0.120856985449791,1
605,59119.385260,0.119941405951977,1
606,59225.665960,0.11847647279501,1
607,59341.468380,0.119392052292824,1
608,59430.806840,0.117011539638042,1
609,59519.784340,0.117377772927284,1
610,59625.243080,0.115363486111164,1
611,59729.720220,0.116279073059559,1
612,59818.421500,0.115363486111164,1
613,59906.657300,0.114081673324108,1
614,60009.997760,0.111701153218746,1
615,60120.255200,0.11243361979723,1
616,60211.458800,0.111884273588657,1
617,60306.441060,0.109503753483295,1
618,60407.580740,0.111334919929504,1
619,60516.023240,0.109686873853207,1
620,60604.682840,0.107672587037086,1
621,60693.064600,0.107123240828514,1
622,60788.971880,0.108038820326328,1
623,60902.448660,0.106573887169361,1
624,60991.302480,0.106207653880119,1
625,61085.890380,0.105658307671547,1
626,61176.580860,0.104010254144669,1
627,61292.244680,0.105475187301636,1
628,61389.717580,0.104559607803822,1
629,61478.008780,0.103827141225338,1
630,61566.716800,0.103827141225338,1
631,61680.782760,0.103827141225338,1
632,61776.918360,0.103094674646854,1
633,61865.446780,0.104010254144669,1
634,61960.318740,0.103277787566185,1
635,62074.924620,0.103827141225338,1
636,62169.803840,0.10437648743391,1
637,62258.063200,0.103644020855427,1
638,62352.913040,0.105292074382305,1
639,62468.721460,0.103827141225338,1
640,62563.020900,0.105292074382305,1
641,62651.745660,0.105658307671547,1
642,62740.056040,0.106024540960789,1
643,62849.035080,0.106573887169361,1
644,62955.415220,0.107672587037086,1
645,63043.658100,0.108954407274723,1
646,63131.804140,0.109320640563965,1
647,63236.737540,0.109503753483295,1
648,63348.441760,0.110236220061779,1
649,63436.695500,0.110236220061779,1
650,63525.374020,0.112616740167141,1
651,63626.876060,0.113532319664955,1
652,63741.717580,0.113715440034866,1
653,63829.752600,0.114997252821922,1
654,63918.496520,0.115180373191833,1
655,64015.743040,0.117744006216526,1
656,64128.621580,0.123786851763725,1
657,64217.446000,0.124336205422878,1
658,64312.450900,0.130012825131416,1
659,64405.548080,0.134773850440979,1
660,64522.049940,0.140450462698936,1
661,64613.941900,0.145028382539749,1
662,64705.614280,0.153085514903069,1
663,64795.503480,0.161325767636299,1
664,64909.897720,0.168650433421135,1
665,65003.724060,0.176890686154366,1
666,65091.968940,0.184947818517685,1
667,65180.352100,0.18824391067028,1
668,65289.837300,0.201611429452896,1
669,65395.767000,0.21076725423336,1
670,65484.554040,0.214612707495689,1
671,65579.547520,0.225782826542854,1
672,65678.587980,0.236586704850197,1
673,65789.588700,0.24940487742424,1
674,65878.427880,0.255813956260681,1
675,65966.922800,0.265336006879807,1
676,66059.577700,0.275407433509827,1
677,66175.039060,0.286394447088242,1
678,66268.658580,0.297381430864334,1
679,66360.775520,0.307452857494354,1
680,66457.996640,0.318256735801697,1
681,66573.646200,0.329426854848862,1
682,66665.335600,0.340596973896027,1
683,66753.408920,0.350668370723724,1
684,66841.639840,0.356161862611771,1
685,66954.514180,0.373374849557877,1
686,67051.780300,0.383629381656647,1
687,67139.965540,0.389489114284515,1
688,67228.545240,0.399743646383286,1
689,67335.329860,0.4110968708992,1
690,67450.385220,0.426295548677444,1
691,67538.572780,0.432155281305313,1
692,67627.595880,0.442959159612656,1
693,67716.050480,0.453763037919998,1
694,67827.387820,0.463651359081268,1
695,67925.771540,0.47646951675415,1
696,68014.750960,0.486907154321671,1
697,68102.932020,0.492583781480789,1
698,68204.344620,0.508148670196533,1
699,68319.554840,0.518586337566376,1
700,68412.477580,0.529390215873718,1
701,68500.912920,0.534883737564087,1
702,68598.572620,0.546236932277679,1
703,68710.966980,0.561069428920746,1
704,68799.634020,0.565097987651825,1
705,68887.918620,0.576451182365417,1
706,68985.258440,0.587804436683655,1
707,69097.419100,0.599340796470642,1
708,69191.919820,0.60959529876709,1
709,69287.412540,0.620399177074432,1
710,69387.628300,0.630470633506775,1
711,69498.066160,0.640725135803223,1
712,69586.938040,0.65061342716217,1
713,69675.563300,0.660867989063263,1
714,69770.488620,0.672221183776855,1
715,69884.682020,0.683208227157593,1
716,69973.682140,0.692547142505646,1
717,70068.469540,0.703351020812988,1
718,70159.097520,0.714704275131226,1
719,70274.017260,0.724958777427673,1
720,70373.092840,0.734847068786621,1
721,70461.677700,0.744552254676819,1
722,70550.342700,0.754989922046661,1
723,70664.376960,0.764695107936859,1
724,70760.659360,0.773301601409912,1
725,70848.859680,0.784837961196899,1
726,70943.741680,0.794543147087097,1
727,71053.987000,0.798754811286926,1
728,71153.892260,0.808276891708374,1
729,71242.423660,0.820362567901611,1
730,71337.314140,0.829335272312164,1
731,71442.760280,0.839223563671112,1
732,71547.583520,0.84874564409256,1
733,71635.888300,0.859366416931152,1
734,71724.004380,0.8688884973526,1
735,71823.535360,0.879326105117798,1
736,71938.575340,0.889031291007996,1
737,72027.571180,0.898919582366943,1
738,72115.906140,0.907159864902496,1
739,72211.088920,0.916681945323944,1
740,72326.634620,0.926387131214142,1
741,72419.477620,0.93499356508255,1
742,72508.504260,0.946529924869537,1
743,72596.946800,0.950558483600616,1
744,72711.067940,0.964475393295288,1
745,72812.515640,0.974729895591736,1
746,72901.229200,0.97949093580246,1
747,72989.664160,0.987914323806763,1
748,73099.222060,0.99835193157196,1
749,73198.732360,1.00677525997162,1
750,73293.965720,1.01757919788361,1
751,73382.385640,1.02527010440826,1
752,73486.642500,1.03332722187042,1
753,73593.261200,1.04449737071991,1
754,73688.304120,1.05420255661011,1
755,73776.521680,1.06134402751923,1
756,73877.758780,1.07214796543121,1
757,73986.634520,1.08148694038391,1
758,74075.322880,1.09045958518982,1
759,74163.566160,1.09778428077698,1
760,74258.978580,1.10291159152985,1
761,74375.093600,1.11536347866058,1
762,74468.744640,1.12287127971649,1
763,74563.501420,1.12854790687561,1
764,74652.052580,1.13825309276581,1
765,74767.835640,1.15033876895905,1
766,74861.087980,1.15436732769012,1
767,74949.272260,1.16334009170532,1
768,75037.584300,1.17176342010498,1
769,75147.355780,1.17927122116089,1
770,75248.116220,1.1878776550293,1
